id,title,company,location,job_type,date_posted,url,created_at,source,description,skills,category
368,IT Specialist,,"Neno, Malawi",Job Vacancy in Malawi,5/21/2025,https://ntchito.com/job/it-specialist/,23:39.6,ntchito.com,,,
369,EXPRESSION OF INTEREST TO SUPPLY MAIZE TO ADMARC,,Malawi,Tender,5/21/2025,https://ntchito.com/job/expression-of-interest-to-supply-maize-to-admarc/,23:39.6,ntchito.com,,,
370,Internal Audit Manager,,Malawi,Job Vacancy in Malawi,5/21/2025,https://ntchito.com/job/internal-audit-manager-2/,23:39.6,ntchito.com,,,
371,PROCUREMENT OF MOTOR VEHICLES X2,,Malawi,Tender,5/21/2025,https://ntchito.com/job/procurement-of-motor-vehicles-x2/,23:39.6,ntchito.com,,,
372,Occupation Health & Safety Specialist,,Malawi,Job Vacancy in Malawi,5/21/2025,https://ntchito.com/job/occupation-health-safety-specialist/,23:39.6,ntchito.com,,,
373,Consultancy Services in the Development of a Pan-African Analysis of Feminist Foreign Policy (FFP),,Anywhere,Consultancy,5/21/2025,https://ntchito.com/job/consultancy-services-in-the-development-of-a-pan-african-analysis-of-feminist-foreign-policy-ffp/,23:39.6,ntchito.com,,,
374,Business Strategy Coordinator,,Anywhere,Internationally Recruited,5/21/2025,https://ntchito.com/job/business-strategy-coordinator/,23:39.6,ntchito.com,,,
529,Management Trainee Program,NICO Group,"Blantyre, Malawi",Other,5/21/2025,https://careersmw.com/job/187997/,24:05.8,careersmw.com,,,
530,Junior Cabin Crew,Malawi Airlines Limited,"Lilongwe, Malawi",Full Time,5/21/2025,https://careersmw.com/job/187996/,24:05.8,careersmw.com,,,
531,Finance and Program Assistant,Nutrition International,"Lilongwe, Malawi",Full Time,5/21/2025,https://careersmw.com/job/187991/,24:05.8,careersmw.com,,,
532,IT Specialist,Partners in Health (PIH),"Neno, Malawi",Full Time,5/21/2025,https://careersmw.com/job/187995/,24:05.8,careersmw.com,,,
533,Internal Audit Manager,ADMARC Ltd,"Blantyre, Malawi",Full Time,5/21/2025,https://careersmw.com/job/187994/,24:05.8,careersmw.com,,,
534,Occupation Health & Safety Specialist,Department of Economic Planning and Development,"Lilongwe, Malawi",Fixed Contract,5/21/2025,https://careersmw.com/job/187993/,24:05.8,careersmw.com,,,
535,Accountant,St Columba CCAP,"Blantyre, Malawi",Full Time,5/21/2025,https://careersmw.com/job/187998/,24:05.8,careersmw.com,,,
565,Multiple Positions – Central Poultry (2000) Limited,Central Poultry (2000) Limited,Lilongwe,Full Time,5/21/2025,https://jobsearchmalawi.com/job/multiple-positions-central-poultry-2000-limited/,46:54.6,jobsearchmalawi.com,"Closes :  June 5, 2025

Full Time
Lilongwe
Posted 4 days ago





Central Poultry (2000) Limited 



CENTRAL POULTRY (2000) LIMITED
JOIN OUR TEAM – EXCITING CAREER OPPORTUNITIES IN THE POULTRY INDUSTRY
Are you ready to take the next step in your career with a dynamic company at the forefront of poultry operations in Malawi? Central Poultry (2000) Limited is looking for qualified, experienced, and motivated professionals to join our growing team in the following key roles in Lilongwe:
1. Senior Production Manager
Qualifications & Requirements:

Bachelor’s Degree in Engineering (Mechanical or Industrial preferred)
Minimum 10 years of experience in production management within manufacturing or FMCG industries
Proven ability to lead teams, streamline operations, and enhance production efficiency
Strong leadership, analytical, and communication skills

2. Warehouse Manager
Qualifications & Requirements:

Bachelor’s Degree in Logistics, Supply Chain Management, or a related field
Minimum 10 years of experience in warehouse operations and inventory management
Strong understanding of warehouse safety standards, storage systems, and ERP software
Excellent leadership, organizational, and planning capabilities

3. Maintenance Manager – Abattoir
Qualifications & Requirements:

Bachelor’s Degree in Engineering (Mechanical or Electrical)
At least 10 years of experience in industrial maintenance, preferably in food processing or manufacturing environments
Proven track record in managing preventive and corrective maintenance programs
Strong technical troubleshooting and team management skills

4. Head of Sales

Qualifications & Requirements:

Bachelor’s Degree in Sales, Marketing, Business Administration, or related field (Master’s Degree is an added advantage)
Minimum 12 years of progressive experience in sales, including at least 5 years in a senior leadership role
Strong knowledge of sales strategy, market development, and customer relationship management
Experience in the FMCG sectors 
Demonstrated ability to lead cross-functional teams and collaborate with marketing, production, and logistics departments
Exceptional communication, leadership, and decision-making skills

5. Senior Accountant
Qualifications & Requirements:

Bachelor’s Degree in Accounting, Finance, or a related field (ACCA/CIMA qualification preferred)
Minimum 10 years of progressive accounting experience, including at least 5 years in auditing or working in an audit environment
Strong understanding of financial reporting, budgeting, tax compliance, and internal controls
Proficiency in accounting software (e.g., Sage, SAP, or similar ERP systems)
Excellent analytical, organizational, and interpersonal skills

Application Instructions:
If you’re interested, please submit your detailed CV, cover letter, and copies of relevant certificates (as one document) to recruitment@capsmw.com by 5th June, 2025. Please clearly indicate the position you are applying for in the subject line ofyour email.
Join Central Poultry (2000) Limited and be part of a team that’s shaping the future of Malawi’s poultry industry!
CP is an equal opportunity employer. Only shortlisted candidates will be contacted.





To apply for this job email your details to recruitment@capsmw.com",,
566,Multiple Positions – Portland Cement Malawi Ltd,Portland Cement Malawi Ltd,Balaka,Full Time,5/24/2025,https://jobsearchmalawi.com/job/multiple-positions-portland-cement-malawi-ltd/,46:54.6,jobsearchmalawi.com,"Closes :  June 2, 2025

Full Time
Balaka
Posted 1 day ago





Portland Cement Malawi Ltd 



Portland Cement Malawi Limited invites applications from suitably qualified, highly motivated team players and result driven candidates for consideration to fill the following positions:
1. PLANT ACCOUNTANT (X1)
2. TREASURY ACCOUNTANT (X1)
Qualifications and Experience

Bachelor’s degree in Accounting or Finance
Three years’ experience
ACCA or CIMA qualification is desirable

3. CEO’S ASSISTANT (x1)
Qualifications and Experience

Diploma or degree in secretarial studies, business administration
Three years’ experience in similar role

4. MESSENGER (X2)
Qualifications and Experience

MSCE or certificate in business studies
Two years’ experience in the same role.

5. WEIGHBRIDGE CLERK (X 6)
Qualifications and Experience

MSCE
Those with relevant professional certificate will have added advantage
Two years’ experience in similar role

6. CUSTOMER SERVICE OFFICER (X4)
Qualifications and Experience

Diploma or bachelor’s degree in Business Administration or Marketing
Three years’ experience in similar role

7. ORDER PROCESSING CLERK (X8)
Qualification and Experience

Diploma or degree in Business Administration
Two years’ experience in similar role

8. HEALTH AND SAFETY SUPERVISOR – (X3)
Qualifications and Experience

Diploma or Degree in Occupation Health or equivalent field
Three years’ experience

9. SECURITY SUPERVISOR (X1)
Qualification and Experience

Diploma or degree in Security Studies
Three years’ experience in similar role

10. ENVIRONMENTAL SUPERVISOR (X1) 
Qualifications and Experience

Diploma or degree in Environmental Health or equivalent field
Three years’ experience

11. CLINIC NURSE (X2)
Qualifications and Experience

Diploma or Degree in Nursing
Nursing license is a must
Two years’ experience in nursing

12. WORKSHOP TRANSLATOR (X2)
Qualifications and Experience

Bachelor’s degree with HSK-4 Chinese level
Three years’ experience in similar role

13. KILN INSPECTOR (X12)
Qualifications and Experience

MSCE or relevant certificate
Two years’ experience in similar role

14. PACKING INSPECTOR (x4)
Qualifications and Experience

MSCE or relevant certificate
Two years’ experience in similar role

15. WAREHOUSE WORKER (X3)
Qualifications and Experience

MSCE or relevant certificate
Two years’ experience in similar role

16. QUALITY CONTROLLER (X2)
Qualifications and Experience

Diploma or degree in Chemical Engineering or Laboratory Sciences
Three years’ experience in similar role

17. IT Officer (X2)
Qualifications and Experience

Bachelor’s degree in Information Technology or equivalent field
Three years in a similar role

18. PROCUREMENT INTERN (X1)
Qualifications and Experience

Advanced Diploma in Procurement (CIPS) or Bachelor’s Degree in Procurement or Supply chain management
One year experience

NOTE: All applicants for the above positions must be willing to be located in Balaka.
Method of Application
All interested applicants should send their application letters and detailed curriculum vitae with three traceable referees not later than 2nd June 2025 to portlandcement.mw@huaxincem.com
Or
The Head of Human Resources 
Portland Cement Malawi Ltd
P. O. Box 523
BLANTYRE
All applications sent through email should be indicated in the subject line the position being applied for.
Portland Cement is an equal employer both men and women are encouraged to apply.
Only shortlisted candidates will be acknowledged.




To apply for this job email your details to portlandcement.mw@huaxincem.com",,
567,Human Resources Assistant,St. John of God Hospitaller Services,Mzuzu,Full Time,5/24/2025,https://jobsearchmalawi.com/job/human-resources-assistant-28/,46:54.6,jobsearchmalawi.com,"Closes :  May 30, 2025

Full Time
Mzuzu
Posted 1 day ago





St. John of God Hospitaller Services 



St John of God Hospitaller Services Malawi is a non-profit faith-based healthcare organization established in 1994 to contribute to the development of health for all Malawians including the most vulnerable, marginalized and excluded groups. With its operations in both Lilongwe and Mzuzu, St John of God Malawi is a key provider of tertiary and community based mental health promotion and care; early intervention services, special need and inclusive education for children with both intellectual and
physical disability; vocational training for orphans & vulnerable youth including those with disability; health care and ancillary services for older persons; psychosocial counselling, stress and addiction management services; rehabilitation of street children; self-help group approach for women empowerment and tertiary level training in Psychiatric Nursing, Clinical Medicine- Psychiatry
& Mental Health, Psychosocial Counselling and General Nursing.
SJOG would like to fill the following positions based in Mzuzu:
Human Resources Assistant
Reporting to the Human Resources and Administration Officer, the HR Assistant will be expected to support the Human Resources department and JOG operations with administrative and operational tasks.
Responsibilities (which include, but are not limited to):

Assist in recruitment processes, including posting job adverts, screening CVs, and scheduling interviews.
Maintain employee records and update HR databases.
Handle HR-related documentation such as contracts, leave requests, and disciplinary records.
Support payroll processing by collecting and verifying attendance and overtime data.
Assist in organising training sessions and employee engagement activities.
Respond to HR-related queries and provide general administrative support.
Ensure compliance with SJOG policies and labour laws.

Requirements

Diploma in Human Resources Management, Business Administration, or a related field
At least 3-5 years of experience in an HR or administrative role.
Familiarity with HR software and Microsoft Office (Word, Excel, PowerPoint).
Strong communication and interpersonal skills.
High level of confidentiality and attention to detail.
Strict adherence to the Organisation’s Child and Vulnerable Adult protection policy
Willingness to work with people suffering from mental health-related problems and their families.

How to Apply
Applications with detailed Curriculum Vitae, cover letter and names of three traceable referees should be submitted to the following addresses:
The Chief Executive Officer,
St. John of God Hospitaller Services,
P. O. Box 744
MZUZU
Email: recruitment@sjog.mw
Closing date: Friday, 30th May, 2025.




To apply for this job email your details to recruitment@sjog.mw",,
568,Electrical Technician,St. John of God Hospitaller Services,Mzuzu,Full Time,5/24/2025,https://jobsearchmalawi.com/job/electrical-technician-10/,46:54.6,jobsearchmalawi.com,"Closes :  May 30, 2025

Full Time
Mzuzu
Posted 1 day ago





St. John of God Hospitaller Services 



 
St John of God Hospitaller Services Malawi is a non-profit faith-based healthcare organization established in 1994 to contribute to the development of health for all Malawians including the most vulnerable, marginalized and excluded groups. With its operations in both Lilongwe and Mzuzu, St John of God Malawi is a key provider of tertiary and community based mental health promotion and care; early intervention services, special need and inclusive education for children with both intellectual and
physical disability; vocational training for orphans & vulnerable youth including those with disability; health care and ancillary services for older persons; psychosocial counselling, stress and addiction management services; rehabilitation of street children; self-help group approach for women empowerment and tertiary level training in Psychiatric Nursing, Clinical Medicine- Psychiatry
& Mental Health, Psychosocial Counselling and General Nursing.
SJOG would like to fill the following positions based in Mzuzu:
Electrical Technician
Reporting to the Maintenance Officer, the Electrical Technician will be responsible for installing, maintaining, troubleshooting, and repairing electrical systems and equipment—ensuring uninterrupted power supply and compliance with safety standards to support hospital operations and patient care.
Duties and Responsibilities

Installation of electrical appliances.
Identify and repair electrical faults.
Carry out Comprehensive house and hospital equipment inspection.
Compile monthly reports on electrical issues.
Repair some hospital equipment.
Maintain and apply safe working practices to prevent accidents.
Conduct a routine check on electrical appliances.

Requirements

Malawi School Certificate of Education
Electrical Certificate or City and Guilds Certificate.
Those with Diploma in Electrical Engineering will have an added advantage.
Minimum 3 years of experience in a similar position.
Hands-on experience of Electrical Work is an added advantage.
Strict adherence to the Organisation’s Child and Vulnerable Adult protection policy
Willingness to work with people suffering from mental health related problems and their families.

How to Apply
Applications with detailed Curriculum Vitae, cover letter and names of three traceable referees should be submitted to the following addresses:
The Chief Executive Officer,
St. John of God Hospitaller Services,
P. O. Box 744
MZUZU
Email: recruitment@sjog.mw
Closing date: Friday, 30th May, 2025.




To apply for this job email your details to recruitment@sjog.mw",,
569,Chief Finance Officer,Export Development Fund Limited,Lilongwe,Full Time,5/24/2025,https://jobsearchmalawi.com/job/chief-finance-officer-15/,46:54.6,jobsearchmalawi.com,"Closes :  June 6, 2025

Full Time
Lilongwe
Posted 1 day ago





Export Development Fund Limited 



Organisation Background
Export Development Fund (EDF) is a development finance institution (DFI) mandated to promote the growth as well as diversification of the country’s exports. EDF’s mission is to support the Malawi economy through provision of foreign trade solutions to facilitate export diversification, international competitiveness and inclusive growth.
EDF also plays a leading role in job creation by investing in ambitious projects and initiatives, with the aim of enhancing the competitiveness of Malawi’s exports.
EDF’s young and dynamic team is motivated towards the collective goal of transforming Malawi’s exporting sector for accelerated economic development.
An exciting opportunity has arisen for energetic and innovative individuals to join EDF. We are therefore inviting applications from suitably qualified candidates to fill the following positions:
CHIEF FINANCE OFFICER
Reporting to the Managing Director, the Chief Finance Officer’s overall responsibility is to oversee EDF’s financial management to ensure value for money, sound performance, and organizational sustainability. In addition, the role oversees the administration, human resources and ICT functions towards providing efficient and effective business support for growth. The CFO is also required to participate in strategy and policy setting for the organization.
Key responsibilities include the following:
a. Developing the finance strategy and objectives for approval by the Board.
b. Overseeing budgeting and forecasting, including drafting annual and multi-year budgets, building strategic business goals into budget KPIs, implementation, monitoring and evaluation, and remedial measures.
c. Implementing efficient and effective cash flow planning and management, including implementation of short-term, medium-term and long-term rolling cash flow forecasting, multi-year cash flow forecasts integrated with multi-year income statement and balance sheet forecasts, weekly cash flow analysis and optimization, and emergency cash reserves management.
d. Managing and controlling working capital of the Fund in line with business needs.
e. Managing and controlling the capital structure of the Fund through efficient and effective treasury management, including regularly liquidity and solvency analysis, regular market scanning for financing opportunities and borrowing cost savings, and balance sheet optimization.
f. Providing leadership to all reporting functions, namely Finance, Treasury, Administration/Procurement, Human Resources and ICT.
g. Maintaining the integrity of EDF’s financial information.
h. Assessing and managing financial risks, ensuring compliance with regulatory requirements, and implementing effective financial policies, procedures, and controls.
i. Implementing effective and ethical tax planning to minimize losses to the organization.
j. Providing strategic financial input concerning investments in projects.
k. Implement a robust financial reporting system and ensure 100% compliance with all relevant statutes, standards, regulations, policies, procedures, and guidelines.
l. Managing relationships with external stakeholders, such as MRA, External Auditors and RBM.
m. Advising on long term business and financial planning
Preferred Qualifications, Skills, Experience and Attributes are as follows:

Candidates should possess a master’s degree e.g., Finance, Business Administration and/or Management plus bachelor’s degree in accounting or finance obtained from a recognized
and accredited university.
Must possess relevant professional qualifications: ACCA/CIMA etc.
In depth knowledge of risk management practices.
Excellent knowledge of data analysis and forecasting methods.
Proficient in the use MS Office and financial management software
Ability to strategize and solve problems
Strong leadership and organisational skills
Excellent communication and people management skills
Knowledge of relevant legislation such as Financial Services Act, Reserve Bank of Malawi Directives, Malawi Company Law, and Taxation Law.
Ability to work within budget, tight deadlines and with limited resources.
Not less than 10 years working experience in a reputable financial institution and at least 5 years’experience at senior management level.

Mode of application
Interested candidates should submit their applications clearly indicating the relevant position together with detailed CV and names of three (3) traceable referees by close of business, 6th June 2025 via
email to recruitment@edf.mw. All applications should be addressed to:
The Managing Director
Export Development Fund Limited
First Floor – Public Service Pension Fund House
Off Presidential Drive 
P.O. Box 30063
LILONGWE 3.
Only shortlisted applicants shall be acknowledged and invited for interviews.
EDF is an equal opportunity employer as such, women are encouraged to apply




To apply for this job email your details to recruitment@edf.mw",,
570,Investment Specialist,Export Development Fund Limited,Lilongwe,Full Time,5/24/2025,https://jobsearchmalawi.com/job/investment-specialist-3/,46:54.6,jobsearchmalawi.com,"Closes :  June 6, 2025

Full Time
Lilongwe
Posted 1 day ago





Export Development Fund Limited 



Organisation Background
Export Development Fund (EDF) is a development finance institution (DFI) mandated to promote the growth as well as diversification of the country’s exports. EDF’s mission is to support the Malawi economy through provision of foreign trade solutions to facilitate export diversification, international competitiveness and inclusive growth.
EDF also plays a leading role in job creation by investing in ambitious projects and initiatives, with the aim of enhancing the competitiveness of Malawi’s exports.
EDF’s young and dynamic team is motivated towards the collective goal of transforming Malawi’s exporting sector for accelerated economic development.
An exciting opportunity has arisen for energetic and innovative individuals to join EDF. We are therefore inviting applications from suitably qualified candidates to fill the following positions:
INVESTMENT SPECIALIST
Reporting to the Manager, Origination & Special Projects, the Investment Specialist is responsible for leading end-to-end operations of business development, due diligence, and the credit risk management processes for high efficiency processes and quality loan book. Particularly, the Investment Specialist will
be responsible for identifying, executing and actively managing infrastructure projects, and other structured deals as well as building a strong pipeline to anchor EDF’s business growth. The overall goal is to maximize the impact of EDF’s interventions and contribution to sector and/or industry development by executing innovative, developmental, and financially sustainable investments.
Key responsibilities include the following:

Develop & maintain extensive network of business contacts, to develop new business and generate revenue.
Develop, manage and grow a strong pipeline of good quality investment opportunities consistent with Fund’s strategic goals.
Identify and evaluate opportunities to increase the developmental impact of new or portfolio projects.
Develop and advise innovative and appropriate financing structures for projects.
Review and develop financial models based on historical information and other available industry specific operating metrics to support investment decisions.
Conduct scenario analysis based on macro and microeconomic fundamentals to support investment activities.
Identify financial and non-financial risks and propose mitigants to inform investment decisions.
Handle oversight and administrative functions for deal closure, compliance and monitoring of approved transactions and ensuring adequate funding for transactions.
Lead portfolio reviews and recommend proactive interventions towards delinquency.
Establish and implement risk and control processes to improve productivity, quality, and customer satisfaction.
Coordinate closely with social, environmental, and technical assistance counterparties to address factors that may impact transactions, find pragmatic solutions to sector specific challenges, and achieve sustainable development impact.
Facilitate feasibility studies (economic, technical, financial, social, environmental, legal etc.) in line with the agreed project preparation Advisory Mandates.
Facilitate financial close for bankable projects

Preferred Qualifications, Skills, Experience and Attributes are as follows:

Minimum of a master’s degree in finance, Economics, Banking, Business Administration, or related field from a recognized and accredited institution.
Those with a related bachelor’s degree and with a minimum of over 5 years relevant experience may be considered.
Negotiating and consensus building capabilities.
Excellent written and verbal communication skills.
Good analytical thinking and problem-solving abilities.
Good planning, organizing skills and team player.
Ability to comprehensively analyze financial statements.
Strong attention to detail and ability to build and analyze financial models.
Good knowledge and understanding of Credit principles, financing of infrastructure projects and general banking practices and procedures.
Ability to build and analyze financial models.
Excellent credit risk analysis and transaction structuring skills.
Result oriented and demonstrable track record of originating and preparing project financing transactions.
Familiarity with types of agreements/contracts typically used in project finance, including relevant legislative framework for Development Finance Institutions.

Mode of application
Interested candidates should submit their applications clearly indicating the relevant position together with detailed CV and names of three (3) traceable referees by close of business, 6th June 2025 via
email to recruitment@edf.mw. All applications should be addressed to:
The Managing Director
Export Development Fund Limited
First Floor – Public Service Pension Fund House
Off Presidential Drive 
P.O. Box 30063
LILONGWE 3.
Only shortlisted applicants shall be acknowledged and invited for interviews.
EDF is an equal opportunity employer as such, women are encouraged to apply




To apply for this job email your details to recruitment@edf.mw",,
571,Gold Buying Coordinator,Export Development Fund (EDF),Lilongwe,Full Time,5/24/2025,https://jobsearchmalawi.com/job/gold-buying-coordinator/,46:54.6,jobsearchmalawi.com,"Closes :  June 6, 2025

Full Time
Lilongwe
Posted 1 day ago





Export Development Fund (EDF) 



Organisation Background
Export Development Fund (EDF) is a development finance institution (DFI) mandated to promote the growth as well as diversification of the country’s exports. EDF’s mission is to support the Malawi economy through provision of foreign trade solutions to facilitate export diversification, international competitiveness and inclusive growth.
EDF also plays a leading role in job creation by investing in ambitious projects and initiatives, with the aim of enhancing the competitiveness of Malawi’s exports.
EDF’s young and dynamic team is motivated towards the collective goal of transforming Malawi’s exporting sector for accelerated economic development.
An exciting opportunity has arisen for energetic and innovative individuals to join EDF. We are therefore inviting applications from suitably qualified candidates to fill the following positions:
GOLD BUYING COORDINATOR
Reporting to the Manager, Precious Metals and Minerals, the Gold Buying Coordinator is responsible for supporting the procurement of gold and other precious metals by assisting with sourcing, evaluation, and purchasing, while ensuring compliance with quality and ethical standards. The job involves maintaining accurate records.
Key responsibilities include the following:

Enforce compliance with ethical standards and quality requirements throughout the purchase process.
Manage gold deposit routines and timely activity reports.
Stay informed about current market trends, price fluctuations, and vendor relationship building.
Maintain accurate records of purchases and stakeholder communications.
Prepare cash and purchasing activity reports to management
Provide excellent customer service and build strong relationships with clients.

Preferred Qualifications, Skills, Experience and Attributes are as follows:

Candidates should possess an accounting degree obtained from accredited institution(s) of higher learning.
Basic knowledge of the precious metals and minerals in Malawi.
Work experience in handling huge volumes of cash – minimum of two years.
Ready to work in Liwonde or other outposts as directed by management from time to time on one-year renewable employment contract basis.
Accuracy in record keeping and ability to enforce compliance with regulations among team members.
Ability to communicate effectively with clients and to analyze market data
Basic procurement or purchasing knowledge and proficiency with MS Office packages.

Mode of application
Interested candidates should submit their applications clearly indicating the relevant position together with detailed CV and names of three (3) traceable referees by close of business, 6th June 2025 via
email to recruitment@edf.mw. All applications should be addressed to:
The Managing Director
Export Development Fund Limited
First Floor – Public Service Pension Fund House
Off Presidential Drive 
P.O. Box 30063
LILONGWE 3.
Only shortlisted applicants shall be acknowledged and invited for interviews.
EDF is an equal opportunity employer as such, women are encouraged to apply
 




To apply for this job email your details to recruitment@edf.mw",,
572,Procurement Officer,Export Development Fund Limited,Lilongwe,Full Time,5/24/2025,https://jobsearchmalawi.com/job/procurement-officer-131/,46:54.6,jobsearchmalawi.com,"Closes :  June 6, 2025

Full Time
Lilongwe
Posted 1 day ago





Export Development Fund Limited 



Organisation Background
Export Development Fund (EDF) is a development finance institution (DFI) mandated to promote the growth as well as diversification of the country’s exports. EDF’s mission is to support the Malawi economy through provision of foreign trade solutions to facilitate export diversification, international competitiveness and inclusive growth.
EDF also plays a leading role in job creation by investing in ambitious projects and initiatives, with the aim of enhancing the competitiveness of Malawi’s exports.
EDF’s young and dynamic team is motivated towards the collective goal of transforming Malawi’s exporting sector for accelerated economic development.
An exciting opportunity has arisen for energetic and innovative individuals to join EDF. We are therefore inviting applications from suitably qualified candidates to fill the following positions:
PROCUREMENT OFFICER
Reporting to the Procurement & Administration Specialist, the Procurement Officer is responsible for providing support in procurement and administration processes, transactions, and activities.
Key responsibilities include the following:

Supporting the Procurement and Administration Specialist in providing secretarial duties for the Internal Procurement and Disposal Committee (IPDC).
Development of procurement and disposal documentation such as annual procurement and disposal plan, tender documents, procurement contracts, adverts and invitations.
Enforcing adherence to company policies, regulations, and legal requirements governing public procurement and disposal of assets.
Identifying, evaluating and selecting capable and reliable suppliers.
Preparing negotiating terms, conditions, and arranging negotiation meetings with suppliers to secure the best value.
Analyzing costs, identifying cost-saving opportunities, and managing procurement budgets
Maintaining accurate records of purchases, pricing, and supplier information.
Building and maintaining strong relationships with key suppliers.
Preparing reports on procurement and disposal activities for internal as well as external requirements.
Managing the tenancy agreements and all EDF’s obligations in the agreements
Processing fringe benefits for members of staff including fuel, airtime and security services.
Planning and organizing company events and meetings.
Overseeing daily activities, including coordinating logistics schedules and minor office repairs.
Monitoring stock levels for stationery and office supplies, manage inventory databases, and track incoming and outgoing goods.

Preferred Qualifications, Skills, Experience and Attributes are as follows:

Bachelor’s degree in Procurement and Logistics Management, Business Administration, Economics, or equivalent.
Advanced Diploma in Procurement and Supply Chain (Chartered Institute of Procurement and Supplies – CIPS)
Member of the Malawi Institute of Procurement and Supply (MIPS)
High level of organization, attention to detail and problem-solving:
Ability to interact professionally with staff and clients.
Proficiency in Microsoft Office Suite and other relevant software.
Candidates must possess at least two years post-graduate experience and demonstrable track record in a procurement environment.

Mode of application
Interested candidates should submit their applications clearly indicating the relevant position together with detailed CV and names of three (3) traceable referees by close of business, 6th June 2025 via
email to recruitment@edf.mw. All applications should be addressed to:
The Managing Director
Export Development Fund Limited
First Floor – Public Service Pension Fund House
Off Presidential Drive 
P.O. Box 30063
LILONGWE 3.
Only shortlisted applicants shall be acknowledged and invited for interviews.
EDF is an equal opportunity employer as such, women are encouraged to apply
 




To apply for this job email your details to recruitment@edf.mw",,
